label,hand_0_x,hand_0_y,hand_0_z,hand_1_x,hand_1_y,hand_1_z,hand_2_x,hand_2_y,hand_2_z,hand_3_x,hand_3_y,hand_3_z,hand_4_x,hand_4_y,hand_4_z,hand_5_x,hand_5_y,hand_5_z,hand_6_x,hand_6_y,hand_6_z,hand_7_x,hand_7_y,hand_7_z,hand_8_x,hand_8_y,hand_8_z,hand_9_x,hand_9_y,hand_9_z,hand_10_x,hand_10_y,hand_10_z,hand_11_x,hand_11_y,hand_11_z,hand_12_x,hand_12_y,hand_12_z,hand_13_x,hand_13_y,hand_13_z,hand_14_x,hand_14_y,hand_14_z,hand_15_x,hand_15_y,hand_15_z,hand_16_x,hand_16_y,hand_16_z,hand_17_x,hand_17_y,hand_17_z,hand_18_x,hand_18_y,hand_18_z,hand_19_x,hand_19_y,hand_19_z,hand_20_x,hand_20_y,hand_20_z
A,0.4567160904407501,0.5921303033828735,-6.740921207892825e-07,0.5718206763267517,0.49813926219940186,-0.03830521181225777,0.647067129611969,0.37615638971328735,-0.05232739821076393,0.6594714522361755,0.2671474814414978,-0.06871196627616882,0.6357123851776123,0.18120944499969482,-0.07850009202957153,0.5622392296791077,0.27308112382888794,-0.006139703560620546,0.5953090190887451,0.20653173327445984,-0.07509054988622665,0.6005449891090393,0.30566805601119995,-0.11858213692903519,0.6012151837348938,0.39282310009002686,-0.1328643560409546,0.48134738206863403,0.28542664647102356,-0.0068872300907969475,0.5261850357055664,0.22948803007602692,-0.08091134577989578,0.5369096398353577,0.34574225544929504,-0.10252590477466583,0.543052077293396,0.4377327561378479,-0.09581533074378967,0.40558189153671265,0.30690696835517883,-0.01857406459748745,0.4593738913536072,0.28960421681404114,-0.08774244040250778,0.46757978200912476,0.3972969651222229,-0.07760820537805557,0.46823006868362427,0.4717690050601959,-0.047433678060770035,0.3313386142253876,0.337421715259552,-0.03400026634335518,0.3899019956588745,0.31906798481941223,-0.0735640749335289,0.40098634362220764,0.40237128734588623,-0.05779594928026199,0.4002370238304138,0.45811253786087036,-0.030775245279073715
A,0.48620590567588806,0.621823251247406,-7.913723152341845e-07,0.6013872027397156,0.53791743516922,-0.03369363769888878,0.6769623160362244,0.40893056988716125,-0.04606407508254051,0.6915944814682007,0.2951342463493347,-0.06007375940680504,0.6769868731498718,0.2076912373304367,-0.06782346218824387,0.5984053015708923,0.29725056886672974,-0.018773017451167107,0.633159875869751,0.2318439781665802,-0.07949712127447128,0.6409728527069092,0.3317212164402008,-0.11313126236200333,0.6423417925834656,0.4142813980579376,-0.12251143157482147,0.5141974091529846,0.30374404788017273,-0.01897106133401394,0.56193608045578,0.2727479040622711,-0.07870756834745407,0.5759807825088501,0.3866729736328125,-0.09054350107908249,0.5818823575973511,0.4694162607192993,-0.08258184045553207,0.43571844696998596,0.32380855083465576,-0.028195682913064957,0.4959833323955536,0.3268209397792816,-0.08752214163541794,0.5097219944000244,0.43575796484947205,-0.07407139241695404,0.5127235651016235,0.5097491145133972,-0.04617125540971756,0.361398845911026,0.35453781485557556,-0.04069111496210098,0.425370991230011,0.3556939661502838,-0.07654353231191635,0.44048282504081726,0.44072815775871277,-0.0627356693148613,0.44203877449035645,0.495799720287323,-0.03885535150766373
A,0.5621991753578186,0.7997952103614807,-5.696444418390456e-07,0.7117934823036194,0.7055686116218567,-0.0470888651907444,0.8041571974754333,0.5509570837020874,-0.060588203370571136,0.8237457871437073,0.4024848937988281,-0.07538720220327377,0.8173072338104248,0.2846404016017914,-0.08192171156406403,0.7225355505943298,0.4525059461593628,-0.009389138780534267,0.7357648015022278,0.33654630184173584,-0.09037303924560547,0.7238758206367493,0.44713470339775085,-0.13648216426372528,0.7210063338279724,0.551681399345398,-0.15077625215053558,0.618812084197998,0.4706934988498688,-0.01035317312926054,0.6396559476852417,0.36487817764282227,-0.1075207069516182,0.6434851884841919,0.502524733543396,-0.1390894055366516,0.6519935131072998,0.6161541938781738,-0.1361391842365265,0.5223128199577332,0.49645477533340454,-0.023487888276576996,0.5458212494850159,0.43330132961273193,-0.12334281206130981,0.5566354393959045,0.5725702047348022,-0.11445968598127365,0.5645374059677124,0.6720184683799744,-0.07839424908161163,0.42017239332199097,0.5226147770881653,-0.039627671241760254,0.45592358708381653,0.47840994596481323,-0.1082368940114975,0.46883735060691833,0.5850856900215149,-0.09767046570777893,0.4786182940006256,0.6589021682739258,-0.06942526251077652
A,0.741980254650116,0.6855747103691101,2.58335347780303e-07,0.8008089661598206,0.6194220781326294,-0.019652491435408592,0.8425902724266052,0.5292330980300903,-0.02182399295270443,0.8602546453475952,0.4556165635585785,-0.02326534502208233,0.8685727119445801,0.4021194577217102,-0.024294687435030937,0.815260648727417,0.5224229097366333,0.0038701724261045456,0.825476348400116,0.47403454780578613,-0.005457144696265459,0.8332792520523071,0.4470159709453583,-0.019058095291256905,0.8414353132247925,0.421021431684494,-0.03057839721441269,0.7717363238334656,0.5297578573226929,0.007418511901050806,0.7796986103057861,0.48404568433761597,-0.0054713464342057705,0.7853080034255981,0.4808029532432556,-0.021200112998485565,0.7882461547851562,0.4840392768383026,-0.031695909798145294,0.7268118262290955,0.541193425655365,0.007942498661577702,0.7235822677612305,0.49525919556617737,-0.006832965184003115,0.7300974726676941,0.5145925879478455,-0.008544244803488255,0.7340895533561707,0.540558934211731,-0.00693085603415966,0.682952344417572,0.5559225082397461,0.006514445878565311,0.6739499568939209,0.5214828848838806,-0.0036586003843694925,0.6815931797027588,0.5369417071342468,-0.0005445901188068092,0.6888730525970459,0.5575730800628662,0.003974072635173798
A,0.7142065763473511,0.745678186416626,-6.214705194906855e-07,0.8262418508529663,0.647341787815094,-0.04461481422185898,0.8972558379173279,0.4950949549674988,-0.05846541374921799,0.9008838534355164,0.36788612604141235,-0.07461851835250854,0.883033275604248,0.2631916105747223,-0.0831262394785881,0.7821044921875,0.3817078173160553,-0.009560110978782177,0.817264199256897,0.3049023449420929,-0.08493874222040176,0.8285426497459412,0.41018614172935486,-0.12878626585006714,0.8303365111351013,0.5029039978981018,-0.1416546255350113,0.6953795552253723,0.4032979905605316,-0.012177805416285992,0.746997594833374,0.33381834626197815,-0.0951600894331932,0.765549898147583,0.46431607007980347,-0.11650349944829941,0.7759186029434204,0.5669742226600647,-0.10661093145608902,0.614006519317627,0.4358382225036621,-0.02733776532113552,0.6789200901985168,0.3935173749923706,-0.1114865094423294,0.7004339694976807,0.5265610218048096,-0.09890767931938171,0.7081876397132874,0.6190239191055298,-0.06205630302429199,0.5326754450798035,0.4825265407562256,-0.04643773287534714,0.6038190126419067,0.4513149559497833,-0.10148186981678009,0.6327090263366699,0.5470014214515686,-0.08733110129833221,0.6408936977386475,0.6133537888526917,-0.05743064731359482
A,0.7241039276123047,0.7649130821228027,-7.055273840705922e-07,0.8365485668182373,0.6595691442489624,-0.04037969931960106,0.9037528038024902,0.5072538256645203,-0.05349193513393402,0.9098821878433228,0.38163068890571594,-0.0704699158668518,0.8927773237228394,0.2776908278465271,-0.0804344117641449,0.7921709418296814,0.3927990794181824,-0.005948261823505163,0.825866162776947,0.31507375836372375,-0.0821889117360115,0.8412514925003052,0.41886043548583984,-0.1276995986700058,0.8462539315223694,0.5130129456520081,-0.141165092587471,0.7056823968887329,0.4127776324748993,-0.010299901477992535,0.7554981112480164,0.34651148319244385,-0.09188639372587204,0.7754669785499573,0.47780439257621765,-0.1124219000339508,0.7862520813941956,0.5807212591171265,-0.10246592015028,0.6231249570846558,0.44560450315475464,-0.02712755836546421,0.6854372024536133,0.40420469641685486,-0.10989583283662796,0.7075098752975464,0.5385560393333435,-0.09668415784835815,0.7172598838806152,0.6326817274093628,-0.05947703868150711,0.5419638752937317,0.4939895272254944,-0.047665391117334366,0.6088249683380127,0.4589049220085144,-0.10104623436927795,0.638392984867096,0.5538722276687622,-0.0855262279510498,0.6479341983795166,0.6220802664756775,-0.054672036319971085
A,0.7312652468681335,0.7717952132225037,-6.267673597903922e-07,0.8471201062202454,0.6635866761207581,-0.03868613392114639,0.9128506779670715,0.5147491097450256,-0.05118613317608833,0.915005624294281,0.3906164765357971,-0.06870081275701523,0.8975586295127869,0.28618526458740234,-0.07918858528137207,0.8017222881317139,0.4060460031032562,-0.0005750687560066581,0.8347297310829163,0.32142236828804016,-0.0777660682797432,0.852331280708313,0.4226061999797821,-0.1242176741361618,0.8567304611206055,0.5186159014701843,-0.13760420680046082,0.7174385786056519,0.42697519063949585,-0.005901360884308815,0.7638623714447021,0.35595595836639404,-0.08778339624404907,0.7882310152053833,0.48360124230384827,-0.11074790358543396,0.8005045056343079,0.5842618346214294,-0.10263797640800476,0.6350476741790771,0.45999041199684143,-0.023889953270554543,0.6958936452865601,0.41387808322906494,-0.10759606212377548,0.7194575667381287,0.5476844906806946,-0.0951090008020401,0.7278435230255127,0.6415188908576965,-0.05811668187379837,0.5517659187316895,0.5068985223770142,-0.04544609412550926,0.6194832921028137,0.46878737211227417,-0.09790566563606262,0.6506699323654175,0.5614850521087646,-0.08144445717334747,0.6590170860290527,0.6295163631439209,-0.050083085894584656
A,0.7273461222648621,0.7820708751678467,-6.663183285127161e-07,0.8486024737358093,0.677036702632904,-0.04008951410651207,0.9202703237533569,0.5277906656265259,-0.051893316209316254,0.9231067299842834,0.40212884545326233,-0.06780670583248138,0.9035073518753052,0.29863476753234863,-0.07689218968153,0.806860089302063,0.4193614721298218,-0.0018656753236427903,0.8425664901733398,0.3351188004016876,-0.07765303552150726,0.8529655337333679,0.43664833903312683,-0.1223047524690628,0.8542150259017944,0.5321090221405029,-0.1349196583032608,0.721114456653595,0.4373539686203003,-0.006033641751855612,0.7684124708175659,0.36287572979927063,-0.08710789680480957,0.7862525582313538,0.4893030822277069,-0.10942564904689789,0.7971692681312561,0.5907357335090637,-0.10067694634199142,0.6376230120658875,0.4684077501296997,-0.022817954421043396,0.6972165703773499,0.41890445351600647,-0.10596435517072678,0.7180349230766296,0.5516685247421265,-0.09398125857114792,0.7273172736167908,0.6451814770698547,-0.05754492059350014,0.553806483745575,0.5148239135742188,-0.04303519055247307,0.6204771995544434,0.47360759973526,-0.09626098722219467,0.6502406001091003,0.5674635171890259,-0.08045851439237595,0.6595224142074585,0.6366059184074402,-0.049536075443029404
A,0.7243877649307251,0.781202495098114,-6.198462756401568e-07,0.8422021269798279,0.6857120990753174,-0.043617065995931625,0.9190478920936584,0.5374640822410583,-0.05612057447433472,0.9262579083442688,0.4103846848011017,-0.07113169133663177,0.910146176815033,0.30556419491767883,-0.0788930356502533,0.8082928657531738,0.42461657524108887,-0.0034877657890319824,0.8458579182624817,0.34557461738586426,-0.07923849672079086,0.8542110919952393,0.45016708970069885,-0.12289700657129288,0.8524662256240845,0.5444899201393127,-0.13454580307006836,0.7229517698287964,0.4439820945262909,-0.006205367855727673,0.7688892483711243,0.36880412697792053,-0.08915053308010101,0.7848935127258301,0.4972585141658783,-0.110454261302948,0.7951506972312927,0.5999995470046997,-0.09944380074739456,0.6403022408485413,0.4754389226436615,-0.021846966817975044,0.6951524615287781,0.42614632844924927,-0.10761375725269318,0.7146437168121338,0.560202956199646,-0.09410485625267029,0.7231930494308472,0.65190190076828,-0.05508943274617195,0.5564004182815552,0.5211043953895569,-0.040870290249586105,0.6186134219169617,0.4777504801750183,-0.09573083370923996,0.6438326239585876,0.5735154151916504,-0.07828933745622635,0.6512905955314636,0.6404280662536621,-0.04526588320732117
A,0.7231582999229431,0.7896373271942139,-6.607177738260361e-07,0.8433693647384644,0.6963320374488831,-0.04306982457637787,0.9235172867774963,0.5463913679122925,-0.05597076937556267,0.9306929707527161,0.4189426600933075,-0.07190241664648056,0.9142767190933228,0.3136087954044342,-0.08092480897903442,0.8164976835250854,0.4291627109050751,-0.005190690513700247,0.8463557362556458,0.3511506915092468,-0.08147800713777542,0.8507903218269348,0.45304274559020996,-0.12706485390663147,0.8504329323768616,0.5458444356918335,-0.1407622992992401,0.7277829051017761,0.4470818340778351,-0.008446767926216125,0.7727673649787903,0.3769386410713196,-0.09194009751081467,0.7817638516426086,0.5079268217086792,-0.11428655683994293,0.7868462204933167,0.6122095584869385,-0.10492965579032898,0.6429439783096313,0.4760880172252655,-0.024376751855015755,0.697205662727356,0.4294286370277405,-0.10834534466266632,0.7121695280075073,0.5634309649467468,-0.09530600905418396,0.7183776497840881,0.657927930355072,-0.05816924199461937,0.5583887696266174,0.5187758803367615,-0.04419214650988579,0.6190090775489807,0.48466384410858154,-0.09830347448587418,0.6424413323402405,0.5789752006530762,-0.08318275213241577,0.6489269137382507,0.6454670429229736,-0.052794408053159714
A,0.71783846616745,0.7918312549591064,-6.812771857767075e-07,0.8394601345062256,0.6964056491851807,-0.042931802570819855,0.9222611784934998,0.5505022406578064,-0.05719156563282013,0.9335017204284668,0.4221936762332916,-0.07441239804029465,0.9132167100906372,0.31639620661735535,-0.08488229662179947,0.8130114674568176,0.43785905838012695,-0.01047714613378048,0.844966471195221,0.3575633764266968,-0.08782433718442917,0.8472267985343933,0.4622349441051483,-0.13231809437274933,0.8426007628440857,0.5537105798721313,-0.14545446634292603,0.7255711555480957,0.45619580149650574,-0.014662281610071659,0.7718387246131897,0.38387221097946167,-0.09957963973283768,0.7791891098022461,0.5195133090019226,-0.12084018439054489,0.779434323310852,0.6227580904960632,-0.11103037744760513,0.6423208117485046,0.4862331748008728,-0.031212927773594856,0.6932933330535889,0.4350340962409973,-0.11615871638059616,0.7099127173423767,0.5684740543365479,-0.1012485921382904,0.7145124673843384,0.660927951335907,-0.0629597157239914,0.5573421716690063,0.5300520062446594,-0.05145413428544998,0.6149762272834778,0.4868994653224945,-0.10613306611776352,0.6425657272338867,0.578132152557373,-0.08946912735700607,0.6492196321487427,0.6433584690093994,-0.058149851858615875
A,0.7165305018424988,0.797832190990448,-6.65661275434104e-07,0.8360997438430786,0.707676887512207,-0.04527587443590164,0.9164761900901794,0.5621333718299866,-0.05959348380565643,0.9284510612487793,0.43732836842536926,-0.07605786621570587,0.9126114845275879,0.3324768841266632,-0.08608587831258774,0.8148975968360901,0.4501798152923584,-0.010344523005187511,0.8400997519493103,0.36430278420448303,-0.08412688225507736,0.8458549380302429,0.46138519048690796,-0.12824352085590363,0.8438432216644287,0.5542569160461426,-0.1412011682987213,0.7292019128799438,0.46691611409187317,-0.011609130539000034,0.7638139724731445,0.3888685703277588,-0.09101995825767517,0.7776263356208801,0.5128946304321289,-0.11326911300420761,0.7862936854362488,0.6136159896850586,-0.10548240691423416,0.6446842551231384,0.49554169178009033,-0.025096571072936058,0.6927043795585632,0.44249531626701355,-0.10719974339008331,0.7087634205818176,0.5740265846252441,-0.09492604434490204,0.7152274250984192,0.6666727066040039,-0.05924605205655098,0.5578317046165466,0.537030816078186,-0.04228830710053444,0.613954484462738,0.4948900640010834,-0.09618151187896729,0.6378666162490845,0.5908046364784241,-0.08070322871208191,0.6446616649627686,0.6592573523521423,-0.05065341293811798
A,0.7032330632209778,0.8077284693717957,-6.297822778833506e-07,0.8239880204200745,0.7214288711547852,-0.039521925151348114,0.9089398384094238,0.5709700584411621,-0.05064733326435089,0.9174047708511353,0.44361281394958496,-0.06446545571088791,0.9093877077102661,0.3395385444164276,-0.07173752784729004,0.8092849254608154,0.4587642550468445,-0.009028487838804722,0.8404262661933899,0.3772655129432678,-0.08265747874975204,0.8391256928443909,0.4801481068134308,-0.12461031228303909,0.8318434357643127,0.5735556483268738,-0.13581736385822296,0.720482587814331,0.4748438596725464,-0.013357477262616158,0.7633948922157288,0.4013374149799347,-0.09274165332317352,0.7676229476928711,0.5281890034675598,-0.11237239837646484,0.768141508102417,0.6303197145462036,-0.1020459309220314,0.6348702311515808,0.502504825592041,-0.0293789841234684,0.6831176280975342,0.45133915543556213,-0.11021805554628372,0.6962339878082275,0.5818043947219849,-0.09594299644231796,0.7017091512680054,0.673376739025116,-0.05903111398220062,0.5478068590164185,0.5434090495109558,-0.04839467629790306,0.6043697595596313,0.5021200776100159,-0.10033173114061356,0.627039909362793,0.5950936079025269,-0.08319221436977386,0.6343532800674438,0.6611046195030212,-0.05193503946065903
A,0.5662370920181274,0.7994187474250793,-6.33917409231799e-07,0.7175390124320984,0.7015199661254883,-0.04372639209032059,0.8075021505355835,0.5471144914627075,-0.054642047733068466,0.8223589658737183,0.3994610905647278,-0.06978248804807663,0.8091572523117065,0.2825820744037628,-0.07822076231241226,0.7306023240089417,0.43953490257263184,0.0028664707206189632,0.7393035888671875,0.32798439264297485,-0.07882988452911377,0.7332139015197754,0.4373767673969269,-0.12835793197155,0.7344534397125244,0.5453535914421082,-0.14326968789100647,0.6277130842208862,0.4565301239490509,0.000616976001765579,0.6480807065963745,0.36113259196281433,-0.09826430678367615,0.6516973972320557,0.49905267357826233,-0.13212202489376068,0.6583746671676636,0.6173814535140991,-0.12760871648788452,0.5293753147125244,0.48090049624443054,-0.014540796168148518,0.5557039380073547,0.42848899960517883,-0.11734937131404877,0.5645884871482849,0.5692102909088135,-0.11283840239048004,0.5708337426185608,0.6738390922546387,-0.07596547901630402,0.4235418140888214,0.5078897476196289,-0.03225420415401459,0.4636797606945038,0.4643326699733734,-0.10140548646450043,0.48011261224746704,0.5736143589019775,-0.09063570201396942,0.49032920598983765,0.6542374491691589,-0.05957398936152458
